Code;Name;CountryISO;ISIN;CCY;Sector;Industry;GicSector;GicGroup;GicIndustry;GicSubIndustry;HQ;FullTimeEmployees;WebURL;UpdateDate;ActiveFlag
IRWD US;Ironwood Pharmaceuticals Inc;US;US46333X1081;USD;Healthcare;Drug Manufacturers-Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;219;https://www.ironwoodpharma.com;18.09.2023;1
ISPC US;iSpecimen Inc;US;US45032V1089;USD;Healthcare;Diagnostics & Research;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;75;https://ispecimen.com;17.09.2023;1
ISUN US;iSun Inc;US;US4652461066;USD;Technology;Solar;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;United States;290;https://www.isunenergy.com;17.09.2023;1
3IT F;IT Competence Group SE;DE;NL0006129074;EUR;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;Germany;609;https://www.audius.de;20.09.2023;1
ALITL PA;IT Link;FR;FR0000072597;EUR;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;France;755;https://www.itlink.fr;28.09.2023;1
ITI US;Iteris Inc;US;US46564T1079;USD;Technology;Communication Equipment;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Equipment & Instruments;United States;450;https://www.iteris.com;18.09.2023;1
ITRI US;Itron Inc;US;US4657411066;USD;Technology;Scientific & Technical Instruments;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Equipment & Instruments;United States;4822;https://www.itron.com/na;19.09.2023;1
ITT US;ITT Inc;US;US4509112011;USD;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;10300;https://www.itt.com;19.09.2023;1
VBSN SW;IVF Hartmann Holding AG;CH;CH0187624256;CHF;Healthcare;Medical Instruments & Supplies;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;Switzerland;293;https://www.ivf.hartmann.info;20.09.2023;1
IVU XETRA;IVU Traffic Technologies AG;DE;DE0007448508;EUR;Technology;Software - Application;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;Germany;945;https://www.ivu.com;19.10.2023;1
IZEA US;IZEA Inc;US;US46604H1059;USD;Communication Services;Internet Content & Information;Communication Services;Media & Entertainment;Interactive Media & Services;Interactive Media & Services;United States;123;https://www.izea.com;18.09.2023;1
JJSF US;J & J Snack Foods Corp;US;US4660321096;USD;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;United States;5000;https://www.jjsnack.com;19.09.2023;1
MAYS US;J W Mays Inc;US;US5784731003;USD;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;United States;31;https://www.jwmays.com;19.09.2023;1
JILL US;J.Jill Inc;US;US46620W2017;USD;Consumer Cyclical;Apparel Retail;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Specialty Retail;Apparel Retail;United States;1115;https://www.jjill.com;19.09.2023;1
JBL US;Jabil Circuit Inc;US;US4663131039;USD;Technology;Electronic Components;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Manufacturing Services;United States;250000;https://www.jabil.com;18.09.2023;1
JKHY US;Jack Henry & Associates Inc;US;US4262811015;USD;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;Data Processing & Outsourced Services;United States;7120;https://www.jackhenry.com;18.09.2023;1
JACK US;Jack In The Box Inc;US;US4663671091;USD;Consumer Cyclical;Restaurants;Consumer Discretionary;Consumer Services;Hotels, Restaurants & Leisure;Restaurants;United States;1030;https://www.jackinthebox.com;18.09.2023;1
JXN US;Jackson Financial Inc;US;US46817M1071;USD;Financial Services;Insurance-Life;Financials;Financial Services;Financial Services;Diversified Financial Services;United States;2975;https://www.jackson.com;17.09.2023;1
J US;Jacobs Solutions Inc.;US;US46982L1089;USD;Industrials;Engineering & Construction;Industrials;Capital Goods;Construction & Engineering;Construction & Engineering;United States;60000;https://www.jacobs.com;17.09.2023;1
JBOG PA;Jacques Bogart SA;FR;FR0012872141;EUR;Consumer Defensive;Household & Personal Products;Consumer Staples;Household & Personal Products;Personal Care Products;Personal Care Products;France;2193;https://www.groupe-bogart.com;18.10.2023;1
JCQ PA;Jacquet Metal Service SA;FR;FR0000033904;EUR;Basic Materials;Steel;Industrials;Capital Goods;Trading Companies & Distributors;Trading Companies & Distributors;France;3126;https://www.jacquetmetals.com;18.10.2023;1
JAGX US;Jaguar Animal Health Inc;US;US47010C6075;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;60;https://jaguar.health;19.09.2023;1
JAKK US;JAKKS Pacific Inc;US;US47012E4035;USD;Consumer Cyclical;Leisure;Consumer Discretionary;Consumer Durables & Apparel;Leisure Products;Leisure Products;United States;622;https://www.jakks.com;19.09.2023;1
JAMF US;Jamf Holding;US;US47074L1052;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;2796;https://www.jamf.com;17.09.2023;1
JAN US;Janone Inc;US;US47089W1045;USD;Industrials;Waste Management;Industrials;Commercial & Professional Services;Commercial Services & Supplies;;United States;199;https://www.janone.com;17.09.2023;1
JBI US;Janus International Group Inc;US;US47103N1063;USD;Industrials;Building Products & Equipment;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;1800;https://www.janusintl.com;17.09.2023;1
JANX US;Janux Therapeutics Inc;US;US47103J1051;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;67;https://www.januxrx.com;17.09.2023;1
JBHT US;JB Hunt Transport Services Inc;US;US4456581077;USD;Industrials;Integrated Freight & Logistics;Industrials;Transportation;Ground Transportation;Trucking;United States;37151;https://www.jbhunt.com;18.09.2023;1
JBGS US;JBG SMITH Properties;US;US46590V1008;USD;Real Estate;REIT-Office;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Office REITs;United States;912;https://www.jbgsmith.com;19.09.2023;1
DEC PA;JC Decaux SA;FR;FR0000077919;EUR;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Media;Advertising;France;11200;https://www.jcdecaux.com;18.10.2023;1
JDEP AS;Jde Peets Nv;NL;NL0014332678;EUR;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;Netherlands;20000;https://www.jdepeets.com;05.09.2023;1
JEF US;Jefferies Financial Group Inc;US;US47233W1099;USD;Financial Services;Capital Markets;Financials;Financial Services;Financial Services;Multi-Sector Holdings;United States;5335;https://www.jefferies.com;19.09.2023;1
JELD US;Jeld-Wen Holding Inc;US;US47580P1030;USD;Industrials;Building Products & Equipment;Industrials;Capital Goods;Building Products;Building Products;United States;23400;https://www.jeld-wen.com;19.09.2023;1
JEN F;Jenoptik AG;DE;DE000A2NB601;EUR;Technology;Electronic Components;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Components;Germany;4905;https://www.jenoptik.com;20.09.2023;1
JRSH US;Jerash Holdings US Inc;US;US47632P1012;USD;Consumer Cyclical;Apparel Manufacturing;Consumer Discretionary;Consumer Durables & Apparel;Textiles, Apparel & Luxury Goods;Apparel, Accessories & Luxury Goods;United States;5500;https://www.jerashholdings.com;17.09.2023;1
JBLU US;JetBlue Airways Corp;US;US4771431016;USD;Industrials;Airlines;Industrials;Transportation;Passenger Airlines;Passenger Airlines;United States;20729;https://www.jetblue.com;19.09.2023;1
JCTCF US;Jewett-Cameron Trading Company Ltd;US;CA47733C2076;USD;Basic Materials;Lumber & Wood Production;Industrials;Capital Goods;Building Products;Building Products;United States;75;https://www.jewettcameron.com;19.09.2023;1
SJM US;JM Smucker Company;US;US8326964058;USD;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;United States;5800;https://www.jmsmucker.com;18.09.2023;1
JOAN US;Joann Inc;US;US47768J1016;USD;Consumer Cyclical;Specialty Retail;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;United States;5000;https://www.joann.com;17.09.2023;1
JOBY US;Joby Aviation;US;KYG651631007;USD;Industrials;Airports & Air Services;Industrials;Transportation;Ground Transportation;Trucking;United States;1422;https://www.jobyaviation.com;17.09.2023;1
JBSS US;John B Sanfilippo & Son Inc;US;US8004221078;USD;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;United States;1400;https://www.jbssinc.com;18.09.2023;1
JBT US;John Bean Technologies Corporation;US;US4778391049;USD;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;5200;https://www.jbtc.com;18.09.2023;1
JMSB US;John Marshall Bancorp Inc;US;US47805L1017;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;144;https://www.johnmarshallbank.com;19.09.2023;1
JNJ US;Johnson & Johnson;US;US4781601046;USD;Healthcare;Drug Manufacturers-General;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;152700;https://www.jnj.com;19.09.2023;1
JOUT US;Johnson Outdoors Inc;US;US4791671088;USD;Consumer Cyclical;Leisure;Consumer Discretionary;Consumer Durables & Apparel;Leisure Products;Leisure Products;United States;1500;https://www.johnsonoutdoors.com;18.09.2023;1
JLL US;Jones Lang LaSalle Incorporated;US;US48020Q1076;USD;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Services;United States;103300;https://www.us.jll.com;18.09.2023;1
JST XETRA;JOST Werke AG;DE;DE000JST4000;EUR;Consumer Cyclical;Auto Parts;Consumer Discretionary;Automobiles & Components;Automobile Components;Automotive Parts & Equipment;Germany;3600;https://www.jost-world.com;05.09.2023;1
DERM US;Journey Medical Corp;US;US48115J1097;USD;Healthcare;Drug Manufacturers-Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;20;https://journeymedicalcorp.com;17.09.2023;1
JPM US;JPMorgan Chase & Co;US;US46625H1005;USD;Financial Services;Banks-Diversified;Financials;Banks;Banks;Diversified Banks;United States;300066;https://www.jpmorganchase.com;19.09.2023;1
BAER SW;Julius Baer Gruppe AG;CH;CH0102484968;CHF;Financial Services;Asset Management;Financials;Financial Services;Capital Markets;Asset Management & Custody Banks;Switzerland;6891;https://www.juliusbaer.com;05.09.2023;1
JFN SW;Jungfraubahn Holding AG;CH;CH0017875789;CHF;Industrials;Railroads;Industrials;Transportation;Ground Transportation;Rail Transportation;Switzerland;625;https://www.jungfrau.ch;20.09.2023;1
JUN3 XETRA;Jungheinrich AG O.N.VZO;DE;DE0006219934;EUR;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Germany;20445;https://www.jungheinrich.com;19.10.2023;1
JNPR US;Juniper Networks Inc;US;US48203R1041;USD;Technology;Communication Equipment;Information Technology;Technology Hardware & Equipment;Communications Equipment;Communications Equipment;United States;10901;https://www.juniper.net;19.09.2023;1
TKWY AS;Just Eat Takeaway;NL;NL0012015705;EUR;Consumer Cyclical;Internet Retail;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;Netherlands;13775;https://www.justeattakeaway.com;19.10.2023;1
SDF XETRA;K+S Aktiengesellschaft;DE;DE000KSAG888;EUR;Basic Materials;Agricultural Inputs;Materials;Materials;Chemicals;Fertilizers & Agricultural Chemicals;Germany;11150;https://www.kpluss.com;19.10.2023;1
KAI US;Kadant Inc;US;US48282T1043;USD;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;3100;https://www.kadant.com;19.09.2023;1
KALU US;Kaiser Aluminum Corporation;US;US4830077040;USD;Basic Materials;Aluminum;Materials;Materials;Metals & Mining;Aluminum;United States;4000;https://www.kaiseraluminum.com;18.09.2023;1
KAVL US;Kaival Brands Innovations Group Inc;US;US4831042043;USD;Consumer Defensive;Tobacco;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;United States;10;https://www.kaivalbrands.com;17.09.2023;1
KALA US;Kala Pharmaceuticals Inc;US;US4831192020;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;34;https://www.kalarx.com;18.09.2023;1
ALKAL PA;Kalray SA;FR;FR0010722819;EUR;Technology;Semiconductors;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;France;193;https://www.kalrayinc.com;26.09.2023;1
KLTR US;Kaltura Inc;US;US4834671061;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;681;https://www.kaltura.com;17.09.2023;1
KALV US;Kalvista Pharmaceuticals Inc;US;US4834971032;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;118;https://www.kalvista.com;19.09.2023;1
KAMN US;Kaman Corporation;US;US4835481031;USD;Industrials;Aerospace & Defense;Industrials;Capital Goods;Trading Companies & Distributors;Trading Companies & Distributors;United States;3063;https://www.kaman.com;19.09.2023;1
IUR F;KAP AG;DE;DE0006208408;EUR;Industrials;Conglomerates;Industrials;Capital Goods;Industrial Conglomerates;Industrial Conglomerates;Germany;2702;https://www.kap.de;20.09.2023;1
KAR US;KAR Auction Services Inc;US;US48238T1097;USD;Consumer Cyclical;Auto & Truck Dealerships;Industrials;Commercial & Professional Services;Commercial Services & Supplies;Diversified Support Services;United States;3960;https://www.karglobal.com;19.09.2023;1
KRT US;Karat Packaging Inc;US;US48563L1017;USD;Consumer Cyclical;Packaging & Containers;Materials;Materials;Metals & Mining;Diversified Metals & Mining;United States;781;https://www.karatpackaging.com;17.09.2023;1
